,ct_train,ct_test,sv_train,sv_test,ca_train,ca_test,stack_train,stack_test,simple_train,simple_test,simple_stack_train,simple_stack_test
0,0.0990336606034,5.78103748921,3.79670086887,5.39303320437,0.0989286483031,7.44316433626,10.8889560019,12.442723393,4.90319982246,5.08768825912,2.28087223548,4.37312853938
1,0.0992607592361,5.83294759996,3.75834965372,5.27353657364,0.099898085025,7.70670430402,10.723716939,10.9326617696,4.75180946312,4.79113636993,4.06807358494,4.21257219859
2,0.0994225026303,6.32018670026,3.77526684776,5.49959051242,0.100034779233,7.65483153454,10.7823359793,10.5365374637,4.79531391505,5.48652253601,3.29299145677,4.40819841763
3,0.0982737522824,5.72669598398,4.54225243323,4.77866717195,0.0994665063966,7.02756654981,11.7571130804,10.3436267911,4.70788843191,5.13105466674,2.94958378751,4.48143963491
4,0.09952704619,6.42100417845,3.94231390721,5.17930487603,0.0997055143237,7.27444035599,10.9595390087,12.8487642259,5.40749965249,4.78109744003,4.2227055287,4.09903437673
5,0.0998064207003,6.41770690308,4.1450143769,4.79443491827,0.0996330905075,7.22079653502,11.1730618282,11.3813377308,4.73850216202,5.19261673789,3.92380838288,4.29717599954
6,0.09925432283,6.24940186885,4.06149221077,5.04849724106,0.0992633080742,7.29178197772,10.4427088462,10.1580015723,4.61673888961,5.19543442107,3.40464639684,4.49559575855
7,0.0991656328876,5.76176815366,4.0248831062,5.30031774707,0.0993027411033,7.25452878438,10.9831979803,9.5964146215,4.85762232733,4.89146593594,4.27555709584,4.17047115169
8,0.0988090483114,5.92359069943,3.86729405841,5.2904580748,0.100052204097,7.23981522833,10.5446909014,12.3498288159,5.39122351617,4.5102211226,3.54476344928,4.11594053723
9,0.0991001962572,5.62774143651,3.98988704404,4.98531783563,0.0999628158976,7.29656491001,10.7283853716,11.0730500713,4.39464534799,5.32433195568,3.75808127026,4.54433577221
10,0.0994232393103,5.66549597863,4.02443779732,5.18777934756,0.0996889196738,7.61978514777,10.4138506884,11.7469319811,4.65207082913,4.890628342,3.10443439647,4.13843836759
11,0.0999077313495,6.00781819378,3.76633070179,5.20592781663,0.0999320205756,7.45708417984,10.5308385974,9.9837815167,4.98389219369,4.65524412599,1.61677349253,4.27970557551
12,0.0995876441022,6.12970414121,3.99477893323,5.40892002293,0.0998308376121,7.39595182908,11.0795825057,10.9853272224,4.89062113353,5.19588027377,3.29100010667,4.48891651792
13,0.0993079797718,6.38886076611,3.7149537025,5.4287418773,0.0995066325556,7.06250297342,10.9713060621,10.9117400044,5.03014660745,4.99508219078,3.69856026741,4.27487730423
14,0.0990719894198,6.50889427241,3.60390785291,5.45235114054,0.0994320535683,7.24768506169,10.1460368494,12.6953958556,4.96282614602,4.98392050611,4.11490512004,4.240197453
15,0.0995750687556,6.12298953654,4.03783522574,5.13849227695,0.098631205016,7.08972514678,11.6215404348,10.6303731677,4.74626519492,5.17238090756,3.60182217611,4.36054300893
16,0.100034733665,6.28436736072,3.77999791873,5.58015182533,0.0997444029497,7.07880669793,11.8568470128,9.25850625041,4.81940148212,5.15764315754,3.61908917047,4.37530734641
17,0.0982366019957,6.26472808263,3.97623768982,5.30153428893,0.0996628711988,6.83373727271,11.0609689985,11.0829682897,5.24065921802,4.64313819058,3.16919930803,4.13023405099
18,0.0995443564623,6.22966301821,3.73690190634,5.4095717404,0.0990153009152,7.63861802205,9.90911247727,11.923195461,4.71149807175,5.03945166788,2.38958725956,4.37483895437
19,0.0992485802168,6.37003880361,3.97443107597,5.38137551841,0.0999056339104,7.32995206222,10.7866017301,11.3983037174,5.13323608297,4.82665158041,3.9508709218,4.21158817982
20,0.099278573054,5.65729474981,4.27807908278,4.69341658704,0.0990289741538,6.96104154389,10.8934073358,9.89850222813,4.97100736831,5.08428636538,3.78138849993,4.14559999801
21,0.0990833599653,6.25471575389,3.68584796877,5.38924770278,0.100066256246,7.16201762541,10.1022350346,12.0988195075,5.0323275157,4.9160928138,4.28863017242,3.99076986278
22,0.0998325282751,6.07899522033,4.39313322427,4.63015760101,0.099937961567,7.25098409624,10.9112804764,12.8083891397,5.04659492291,4.87847885929,3.98910465033,3.98544256102
23,0.0995222121165,6.01908577996,3.73068288598,5.39898745005,0.100061514125,7.35513221786,10.9279634917,11.2877715884,5.00143650962,4.55992912488,3.85237204641,4.08047389312
24,0.099724252592,6.18361532515,3.85191511299,5.4363103117,0.100056023902,7.4569267202,10.7769781286,13.0718818717,4.91858476781,5.12456498056,3.75548888957,4.22518872021
25,0.100003081999,5.66919905405,3.81889338,5.30073187455,0.0992620456242,7.405103238,9.69644846539,10.1598359221,4.89739689292,4.95697771433,3.72501381824,4.28518521107
26,0.100028939781,5.89841449372,3.94551818022,5.40473274619,0.099487755276,6.90069305831,11.0218505492,10.8111889818,4.77786481114,5.35730086153,2.22194137599,4.31161409873
27,0.0995262014317,5.77170003657,3.997023104,5.16498329233,0.0997369474642,7.52933902904,10.8514382451,10.4508288477,4.7785748322,4.83135349088,3.62579816144,3.97592946179
28,0.0994809991447,5.99441368168,4.03867012651,5.23416325056,0.0995016866091,7.78170588957,10.8382439689,9.7172775902,4.90771629699,4.79796716015,2.68870822934,4.39014495337
29,0.0999853933933,5.91980830712,3.67905730735,5.52733961919,0.0993612528495,7.29750559064,10.7151341425,9.7654090671,5.1391563005,4.93683159548,4.22130936565,4.0728291414
30,0.0993976078998,6.05807269954,3.73656157776,5.42399396352,0.0995801242339,7.46444753277,10.0172244483,11.6249406097,4.89679788061,4.77374457424,3.90891721128,4.17148354288
31,0.0994951004441,5.77499282185,3.92486585583,5.06766037234,0.0998662091382,7.14805111379,10.926780666,11.0261418931,4.90849586014,4.9686338831,4.06673698989,4.27339924874
32,0.0989743162835,5.89794215018,3.81265332522,5.18463144854,0.100057523704,7.1241040772,10.748902135,12.585847857,5.0714013706,4.79031006351,4.33902510463,3.93684543213
33,0.098366528693,5.78094678369,3.58239244998,5.33385867432,0.0992510875938,7.1268531093,10.6438418274,12.402009479,4.7291531267,4.968777535,4.08244989053,4.18473853563
34,0.0991579674082,6.22977310037,3.7447405581,5.69690645562,0.0996253605456,7.14578986173,10.4880348713,10.7431358086,4.91505508736,4.65932113436,4.05235115541,4.26027867545
35,0.0989607395396,6.27501738761,4.02182358871,5.23916881543,0.0995878006078,7.56168097795,10.8862373559,10.2970386312,5.01712762812,5.17964159438,3.57890804474,4.33242837046
36,0.0986645972249,5.53526288568,3.67767316216,5.39373105621,0.0996132669384,7.72633055372,10.0483089148,9.99530411048,5.04980047697,4.8567879717,3.3245671687,4.17960468689
37,0.0999397592395,6.37147692693,3.99278991905,5.44764705077,0.0998416183405,7.42339650904,11.9029640932,11.2581494255,4.79744654406,5.3265880903,3.26747919433,4.31545361054
38,0.0977378127358,6.49221261551,3.92311485802,5.37215443577,0.0994901557525,7.46933879571,10.3942878187,9.76986176823,4.59770857109,5.11410501909,2.36376741866,4.22885689658
39,0.0998398468339,5.44240761927,4.03871411655,4.98379270382,0.0996934678906,7.07286087061,11.3461074994,9.35879769602,5.0572769361,4.92939045433,3.84218224677,4.31745270876
40,0.0984840819167,5.56526013035,3.66983703931,5.4331052867,0.0998057887664,7.24446093485,10.9125810008,10.5446183309,4.76462712643,5.09533989366,3.63828756565,4.27457996431
